CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,default,application_year,application_month
less_0,16,credits_paid_to_date,car_used,6397,500_to_1000,4_to_7,3,male,guarantor,4,unknown,30,stores,own,2,unskilled,1,yes,yes,0,2024,5
0_to_200,23,all_credits_paid_back,radio_tv,3754,500_to_1000,1_to_4,4,male,none,4,savings_insurance,38,none,own,1,skilled,1,none,yes,0,2023,11
no_checking,11,no_credits,car_used,953,100_to_500,less_1,1,male,none,1,real_estate,31,none,rent,1,unemployed,1,yes,yes,1,2022,5
no_checking,25,prior_payments_delayed,repairs,6928,unknown,4_to_7,3,male,none,5,car_other,37,none,rent,2,skilled,1,yes,yes,0,2024,10
no_checking,11,credits_paid_to_date,car_used,5365,less_100,4_to_7,3,male,none,1,savings_insurance,52,none,own,3,skilled,1,yes,yes,1,2021,5
0_to_200,26,credits_paid_to_date,radio_tv,3855,less_100,less_1,3,male,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,0,2021,11
less_0,43,outstanding_credit,appliances,4259,100_to_500,1_to_4,2,male,none,5,unknown,28,bank,own,1,unskilled,1,yes,yes,0,2021,9
no_checking,6,prior_payments_delayed,radio_tv,2155,100_to_500,greater_7,4,male,none,4,savings_insurance,42,none,own,1,management_self-employed,1,none,yes,1,2024,9
0_to_200,33,prior_payments_delayed,car_used,6460,less_100,4_to_7,4,male,guarantor,3,car_other,44,bank,own,3,management_self-employed,2,none,yes,1,2024,12
0_to_200,26,all_credits_paid_back,furniture,3993,less_100,1_to_4,4,male,none,2,savings_insurance,19,stores,own,1,unskilled,1,none,yes,0,2021,5
0_to_200,16,all_credits_paid_back,vacation,3722,greater_1000,4_to_7,3,male,none,2,savings_insurance,36,none,own,2,unemployed,1,none,no,0,2021,5
0_to_200,20,credits_paid_to_date,retraining,5707,less_100,4_to_7,3,female,none,1,unknown,46,none,own,1,skilled,1,none,yes,0,2022,8
less_0,6,all_credits_paid_back,radio_tv,250,less_100,unemployed,3,male,none,1,real_estate,28,none,rent,1,skilled,1,none,yes,0,2024,8
less_0,9,credits_paid_to_date,car_new,336,less_100,1_to_4,2,female,none,2,real_estate,21,stores,own,1,skilled,1,none,yes,0,2021,3
less_0,6,credits_paid_to_date,vacation,1206,less_100,4_to_7,3,female,none,4,real_estate,31,none,own,1,skilled,1,none,yes,0,2021,9
less_0,13,all_credits_paid_back,car_used,1414,less_100,less_1,4,female,none,2,real_estate,22,none,rent,1,skilled,1,none,yes,0,2022,6
0_to_200,36,credits_paid_to_date,furniture,3005,less_100,less_1,3,female,co-applicant,3,car_other,40,none,own,1,skilled,1,none,yes,0,2022,2
less_0,15,prior_payments_delayed,appliances,250,less_100,4_to_7,2,male,none,3,savings_insurance,19,stores,own,2,unskilled,1,none,yes,1,2021,6
0_to_200,21,credits_paid_to_date,radio_tv,309,less_100,4_to_7,2,male,none,1,real_estate,22,stores,own,1,skilled,1,none,yes,0,2023,10
no_checking,27,prior_payments_delayed,appliances,6057,unknown,greater_7,4,male,none,4,car_other,50,none,own,2,skilled,1,yes,yes,0,2022,12
0_to_200,10,credits_paid_to_date,car_new,793,500_to_1000,1_to_4,1,male,co-applicant,3,car_other,40,none,free,1,skilled,1,yes,yes,1,2022,9
0_to_200,6,no_credits,car_used,1824,500_to_1000,1_to_4,3,female,co-applicant,1,unknown,30,stores,own,1,management_self-employed,1,yes,no,0,2021,5
greater_200,10,prior_payments_delayed,car_new,2623,100_to_500,1_to_4,4,male,co-applicant,5,savings_insurance,37,none,own,1,skilled,1,yes,yes,0,2021,1
no_checking,9,no_credits,car_new,250,less_100,1_to_4,3,female,none,2,real_estate,41,none,own,1,management_self-employed,2,none,yes,0,2021,6
no_checking,36,prior_payments_delayed,repairs,7196,500_to_1000,4_to_7,4,male,co-applicant,3,unknown,56,none,own,2,skilled,1,yes,yes,1,2023,12
no_checking,33,credits_paid_to_date,appliances,2128,100_to_500,4_to_7,4,female,none,4,savings_insurance,33,none,own,1,skilled,1,none,yes,0,2023,12
0_to_200,17,credits_paid_to_date,furniture,3416,less_100,less_1,1,female,co-applicant,3,savings_insurance,49,none,own,2,skilled,1,yes,yes,1,2022,4
no_checking,29,outstanding_credit,car_used,4413,500_to_1000,1_to_4,1,male,none,2,car_other,37,none,own,1,skilled,2,yes,yes,1,2023,6
greater_200,26,credits_paid_to_date,radio_tv,5379,less_100,less_1,4,male,none,3,car_other,35,stores,own,2,unskilled,1,none,yes,0,2022,11
no_checking,22,prior_payments_delayed,radio_tv,6260,500_to_1000,1_to_4,2,male,none,4,car_other,33,none,own,1,management_self-employed,1,none,yes,0,2024,1
less_0,7,all_credits_paid_back,car_new,1122,less_100,less_1,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,0,2024,2
no_checking,43,outstanding_credit,repairs,3410,unknown,greater_7,4,male,none,5,savings_insurance,63,none,free,2,skilled,1,yes,yes,1,2024,7
no_checking,37,prior_payments_delayed,furniture,7847,100_to_500,4_to_7,4,male,none,3,unknown,58,none,free,2,skilled,1,yes,yes,1,2022,1
0_to_200,19,credits_paid_to_date,car_used,2628,100_to_500,unemployed,1,male,none,3,savings_insurance,23,none,rent,1,skilled,1,none,yes,0,2024,3
no_checking,9,credits_paid_to_date,repairs,920,greater_1000,greater_7,2,male,none,1,savings_insurance,29,none,free,1,skilled,1,none,no,0,2022,2
no_checking,40,credits_paid_to_date,appliances,2441,100_to_500,4_to_7,4,female,none,3,savings_insurance,28,none,own,2,skilled,1,none,yes,0,2022,3
0_to_200,6,all_credits_paid_back,car_used,1492,less_100,unemployed,2,female,none,2,real_estate,23,none,rent,1,management_self-employed,1,none,yes,0,2022,3
greater_200,27,prior_payments_delayed,vacation,3438,less_100,unemployed,4,male,none,4,car_other,41,none,free,2,unskilled,1,yes,no,1,2022,1
no_checking,31,prior_payments_delayed,radio_tv,5234,500_to_1000,4_to_7,4,male,none,4,savings_insurance,43,none,own,2,management_self-employed,2,yes,yes,0,2021,8
no_checking,29,prior_payments_delayed,radio_tv,7251,100_to_500,4_to_7,4,female,none,5,unknown,52,none,free,3,skilled,1,yes,yes,0,2024,2
less_0,15,credits_paid_to_date,vacation,3749,less_100,4_to_7,3,female,none,2,car_other,40,none,own,2,skilled,1,none,yes,0,2024,7
less_0,7,prior_payments_delayed,car_used,3110,less_100,1_to_4,1,male,none,1,real_estate,26,none,rent,1,skilled,1,none,yes,0,2024,3
less_0,19,credits_paid_to_date,car_new,4104,less_100,1_to_4,2,male,none,1,real_estate,31,none,own,1,skilled,1,none,yes,0,2024,3
0_to_200,10,prior_payments_delayed,car_new,273,less_100,1_to_4,2,male,none,1,real_estate,22,none,own,1,skilled,1,none,yes,0,2022,9
0_to_200,8,prior_payments_delayed,car_used,403,less_100,less_1,2,female,none,2,savings_insurance,33,bank,rent,1,unskilled,1,none,yes,0,2021,5
no_checking,26,prior_payments_delayed,education,6395,100_to_500,4_to_7,4,male,none,5,car_other,45,none,own,1,management_self-employed,1,yes,yes,1,2023,9
greater_200,28,prior_payments_delayed,furniture,1088,100_to_500,1_to_4,3,male,none,2,savings_insurance,33,none,own,1,skilled,1,none,yes,0,2023,12
no_checking,15,credits_paid_to_date,other,2896,100_to_500,less_1,4,male,none,1,car_other,29,stores,free,1,unskilled,1,none,no,0,2023,12
no_checking,36,prior_payments_delayed,furniture,4774,unknown,greater_7,4,male,guarantor,3,savings_insurance,53,none,free,3,skilled,2,yes,yes,0,2023,10
less_0,22,credits_paid_to_date,furniture,287,less_100,4_to_7,2,male,none,3,savings_insurance,28,bank,own,1,unemployed,2,none,yes,0,2023,10
0_to_200,38,credits_paid_to_date,repairs,4424,less_100,4_to_7,2,female,none,1,car_other,34,stores,own,1,unskilled,1,none,yes,0,2023,4
no_checking,32,outstanding_credit,appliances,6793,500_to_1000,1_to_4,2,male,none,4,unknown,45,none,own,1,skilled,1,none,yes,0,2023,1
no_checking,33,prior_payments_delayed,business,5894,greater_1000,greater_7,4,male,none,3,car_other,46,none,own,2,skilled,1,none,yes,1,2024,11
0_to_200,13,credits_paid_to_date,car_used,4369,less_100,less_1,4,male,none,1,real_estate,36,none,rent,1,skilled,1,none,yes,0,2022,8
no_checking,29,prior_payments_delayed,appliances,6558,100_to_500,greater_7,4,female,none,3,car_other,50,none,free,3,skilled,1,none,yes,0,2022,11
0_to_200,12,prior_payments_delayed,vacation,6853,less_100,1_to_4,4,male,none,1,unknown,37,none,own,2,management_self-employed,1,none,yes,1,2021,9
no_checking,27,prior_payments_delayed,repairs,3985,unknown,4_to_7,4,male,none,4,car_other,45,none,rent,2,skilled,1,yes,yes,0,2023,8
no_checking,37,outstanding_credit,other,6323,unknown,greater_7,4,female,co-applicant,4,unknown,35,stores,rent,2,unskilled,2,yes,yes,1,2021,12
0_to_200,14,credits_paid_to_date,car_used,3507,less_100,less_1,3,male,none,1,real_estate,37,none,rent,1,skilled,1,none,yes,0,2021,2
no_checking,27,prior_payments_delayed,education,7026,500_to_1000,greater_7,4,male,none,1,unknown,59,none,own,2,skilled,1,none,yes,1,2024,9
no_checking,50,outstanding_credit,other,5875,unknown,greater_7,3,male,none,4,unknown,39,none,own,1,skilled,2,yes,yes,1,2021,8
0_to_200,44,credits_paid_to_date,business,6799,greater_1000,greater_7,3,female,co-applicant,5,savings_insurance,52,bank,own,2,unemployed,1,none,no,1,2023,9
less_0,9,credits_paid_to_date,car_new,3025,less_100,1_to_4,1,male,none,1,real_estate,21,none,own,1,skilled,1,none,yes,0,2023,12
0_to_200,35,credits_paid_to_date,other,2555,100_to_500,less_1,4,female,none,2,savings_insurance,37,none,own,2,skilled,1,none,yes,0,2022,11
0_to_200,6,all_credits_paid_back,car_new,250,100_to_500,less_1,1,female,none,2,real_estate,28,bank,rent,1,unskilled,1,none,yes,0,2021,9
0_to_200,17,prior_payments_delayed,radio_tv,5307,less_100,less_1,4,male,none,2,car_other,38,stores,own,2,unskilled,2,none,yes,0,2022,11
less_0,6,all_credits_paid_back,car_new,1202,less_100,unemployed,3,female,none,2,real_estate,22,none,rent,1,management_self-employed,1,none,yes,0,2024,4
0_to_200,21,all_credits_paid_back,furniture,3176,less_100,1_to_4,2,male,none,1,savings_insurance,19,stores,own,1,unskilled,1,none,yes,0,2024,7
less_0,11,credits_paid_to_date,vacation,2250,less_100,4_to_7,2,female,none,2,car_other,35,none,own,2,skilled,1,none,yes,0,2022,12
no_checking,11,credits_paid_to_date,repairs,7030,less_100,less_1,4,female,none,3,car_other,34,none,own,1,management_self-employed,1,yes,yes,0,2021,8
no_checking,37,prior_payments_delayed,repairs,3186,unknown,4_to_7,4,male,none,5,car_other,38,none,rent,2,skilled,1,yes,yes,0,2021,5
greater_200,32,outstanding_credit,business,4193,100_to_500,4_to_7,2,female,guarantor,2,unknown,41,bank,rent,2,unemployed,2,none,no,1,2021,2
no_checking,34,outstanding_credit,car_used,6688,greater_1000,less_1,4,female,co-applicant,3,unknown,47,stores,rent,3,unskilled,1,none,yes,1,2023,3
less_0,12,prior_payments_delayed,furniture,250,less_100,less_1,3,female,none,3,car_other,50,none,rent,1,skilled,1,none,yes,0,2022,8
0_to_200,10,prior_payments_delayed,radio_tv,913,less_100,greater_7,4,female,none,3,car_other,44,none,free,2,skilled,1,yes,yes,0,2022,8
0_to_200,6,all_credits_paid_back,car_used,1143,less_100,1_to_4,2,female,none,1,savings_insurance,22,none,rent,1,skilled,1,none,yes,0,2021,9
0_to_200,7,prior_payments_delayed,car_used,1358,less_100,less_1,3,female,none,1,savings_insurance,34,bank,rent,2,unskilled,1,none,yes,0,2022,7
0_to_200,9,outstanding_credit,repairs,4828,unknown,4_to_7,4,male,none,1,car_other,31,bank,own,2,unskilled,1,none,yes,1,2021,9
0_to_200,13,no_credits,vacation,1636,100_to_500,greater_7,2,male,none,1,unknown,29,none,free,2,skilled,1,yes,no,0,2022,9
0_to_200,7,all_credits_paid_back,car_used,1354,less_100,unemployed,2,female,none,2,real_estate,19,none,rent,1,management_self-employed,1,none,yes,0,2023,9
0_to_200,6,credits_paid_to_date,vacation,3350,100_to_500,1_to_4,1,female,none,1,real_estate,24,none,own,1,skilled,1,none,yes,0,2022,1
0_to_200,37,credits_paid_to_date,car_used,2070,100_to_500,4_to_7,4,male,none,4,car_other,28,bank,own,2,unemployed,1,yes,yes,0,2021,2
less_0,6,credits_paid_to_date,car_new,1441,100_to_500,less_1,1,female,none,2,savings_insurance,30,none,rent,1,skilled,1,none,yes,0,2024,11
no_checking,40,prior_payments_delayed,other,6757,500_to_1000,1_to_4,2,male,none,2,savings_insurance,57,none,own,2,skilled,1,yes,yes,1,2024,1
less_0,21,prior_payments_delayed,car_used,250,greater_1000,1_to_4,2,male,none,2,real_estate,19,stores,rent,2,skilled,2,none,yes,0,2021,5
0_to_200,15,credits_paid_to_date,repairs,1198,less_100,4_to_7,3,male,none,3,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,0,2021,8
less_0,6,credits_paid_to_date,car_new,250,less_100,1_to_4,4,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,0,2021,9
less_0,6,credits_paid_to_date,car_new,250,less_100,unemployed,1,female,none,2,real_estate,40,none,rent,1,skilled,1,none,yes,0,2024,5
greater_200,25,outstanding_credit,appliances,4241,100_to_500,4_to_7,4,male,none,3,car_other,44,bank,own,1,unemployed,1,yes,yes,0,2023,6
less_0,19,credits_paid_to_date,vacation,250,less_100,4_to_7,3,female,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,0,2022,1
0_to_200,32,prior_payments_delayed,business,8248,100_to_500,4_to_7,4,female,guarantor,5,savings_insurance,44,bank,free,3,unemployed,2,none,yes,1,2022,11
no_checking,19,credits_paid_to_date,furniture,3179,less_100,1_to_4,3,female,none,2,real_estate,28,none,own,2,skilled,1,yes,yes,0,2021,11
greater_200,32,outstanding_credit,other,9599,500_to_1000,less_1,4,male,none,5,savings_insurance,50,none,own,2,unemployed,1,yes,yes,1,2022,10
less_0,7,credits_paid_to_date,car_used,250,less_100,4_to_7,4,male,none,1,savings_insurance,34,stores,own,1,skilled,1,none,yes,0,2024,8
no_checking,35,credits_paid_to_date,car_used,3272,greater_1000,greater_7,3,female,none,5,real_estate,38,stores,free,1,management_self-employed,1,none,no,0,2024,2
no_checking,27,outstanding_credit,furniture,5902,unknown,4_to_7,4,male,co-applicant,4,car_other,52,none,free,3,management_self-employed,2,yes,yes,1,2022,3
no_checking,39,prior_payments_delayed,furniture,7053,unknown,greater_7,4,male,guarantor,4,savings_insurance,52,none,free,1,skilled,2,yes,yes,0,2022,7
no_checking,29,outstanding_credit,appliances,7389,unknown,greater_7,4,male,co-applicant,5,unknown,54,stores,own,2,unskilled,2,yes,yes,1,2024,1
0_to_200,17,prior_payments_delayed,radio_tv,4930,100_to_500,greater_7,2,male,co-applicant,1,unknown,42,none,rent,2,management_self-employed,2,yes,no,0,2022,6
0_to_200,41,outstanding_credit,car_new,6167,less_100,greater_7,3,female,co-applicant,3,unknown,55,none,own,1,unskilled,1,yes,yes,0,2024,12
no_checking,26,outstanding_credit,radio_tv,3100,unknown,4_to_7,3,male,none,3,savings_insurance,42,none,own,2,skilled,1,yes,yes,0,2023,12
0_to_200,18,credits_paid_to_date,car_used,995,100_to_500,less_1,4,female,none,2,real_estate,42,none,rent,1,skilled,1,none,yes,0,2022,4
no_checking,25,no_credits,vacation,4602,less_100,less_1,3,female,co-applicant,4,real_estate,19,stores,free,1,unemployed,1,yes,no,0,2024,2
less_0,8,all_credits_paid_back,car_new,3405,less_100,less_1,2,female,none,1,savings_insurance,25,none,own,1,skilled,1,none,yes,0,2022,4
less_0,6,credits_paid_to_date,car_new,250,100_to_500,less_1,1,female,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes,0,2022,9
no_checking,22,prior_payments_delayed,car_used,8129,100_to_500,1_to_4,3,male,none,4,car_other,44,none,free,2,management_self-employed,1,none,yes,0,2023,4
0_to_200,6,no_credits,car_new,4543,less_100,unemployed,2,female,none,2,car_other,22,none,own,1,skilled,1,none,yes,0,2021,12
no_checking,31,prior_payments_delayed,other,6770,unknown,greater_7,4,male,none,3,savings_insurance,47,none,own,3,skilled,2,yes,yes,1,2023,10
no_checking,40,outstanding_credit,repairs,4602,unknown,greater_7,4,male,none,4,savings_insurance,58,none,free,2,skilled,1,yes,yes,1,2024,9
no_checking,29,outstanding_credit,appliances,7711,500_to_1000,greater_7,4,male,co-applicant,2,car_other,46,none,free,3,skilled,2,yes,yes,1,2021,5
less_0,11,all_credits_paid_back,vacation,1497,less_100,1_to_4,2,female,none,1,savings_insurance,19,bank,rent,1,unskilled,1,none,yes,0,2021,8
0_to_200,16,credits_paid_to_date,car_new,2998,100_to_500,unemployed,1,male,none,2,savings_insurance,34,stores,own,1,skilled,1,none,yes,0,2021,5
no_checking,49,outstanding_credit,other,8144,500_to_1000,4_to_7,4,male,none,4,car_other,44,none,free,3,management_self-employed,1,none,yes,1,2023,11
greater_200,27,all_credits_paid_back,car_used,3230,less_100,less_1,4,female,none,3,car_other,40,none,own,1,skilled,1,none,yes,0,2022,9
greater_200,6,all_credits_paid_back,car_new,3151,less_100,1_to_4,3,female,none,1,car_other,53,none,own,1,skilled,2,yes,yes,0,2023,1
greater_200,7,credits_paid_to_date,vacation,2637,less_100,less_1,3,female,none,3,savings_insurance,29,none,own,1,management_self-employed,1,none,yes,0,2021,3
0_to_200,30,credits_paid_to_date,furniture,3495,less_100,unemployed,3,female,none,3,real_estate,49,none,own,1,skilled,1,none,yes,0,2021,4
0_to_200,25,outstanding_credit,furniture,831,100_to_500,1_to_4,4,female,none,4,savings_insurance,38,stores,free,2,skilled,1,yes,yes,0,2023,8
no_checking,29,prior_payments_delayed,car_used,9301,100_to_500,1_to_4,3,male,none,5,car_other,35,none,free,2,management_self-employed,1,none,yes,0,2024,7
no_checking,31,prior_payments_delayed,appliances,6101,100_to_500,4_to_7,3,male,none,4,car_other,45,none,own,1,skilled,1,none,yes,1,2023,6
less_0,8,all_credits_paid_back,car_used,250,less_100,1_to_4,1,female,none,3,car_other,32,stores,rent,2,unskilled,1,none,yes,0,2022,5
less_0,17,credits_paid_to_date,education,2292,100_to_500,unemployed,2,male,none,1,savings_insurance,35,stores,free,2,management_self-employed,1,yes,no,0,2023,1
no_checking,11,credits_paid_to_date,car_used,5155,less_100,4_to_7,3,male,none,3,savings_insurance,45,none,own,3,skilled,1,yes,yes,1,2024,12
no_checking,42,credits_paid_to_date,appliances,4438,100_to_500,4_to_7,4,female,none,3,savings_insurance,30,none,own,1,skilled,1,none,yes,0,2024,7
0_to_200,15,credits_paid_to_date,car_new,250,less_100,unemployed,2,female,none,2,real_estate,26,none,own,1,skilled,2,none,yes,0,2024,7
0_to_200,40,prior_payments_delayed,appliances,4910,unknown,greater_7,4,male,guarantor,3,unknown,32,stores,free,1,unskilled,1,yes,yes,0,2021,11
no_checking,62,outstanding_credit,retraining,10310,unknown,4_to_7,4,male,co-applicant,3,unknown,45,none,free,2,skilled,2,yes,yes,1,2022,12
no_checking,25,prior_payments_delayed,radio_tv,1188,100_to_500,4_to_7,1,female,none,4,savings_insurance,48,none,free,1,skilled,1,yes,yes,1,2022,12
0_to_200,18,prior_payments_delayed,radio_tv,3523,less_100,less_1,3,male,none,5,car_other,41,stores,own,3,unskilled,1,none,yes,0,2021,12
less_0,35,credits_paid_to_date,radio_tv,588,less_100,1_to_4,1,male,none,2,real_estate,31,stores,own,1,skilled,1,none,yes,0,2022,4
0_to_200,35,credits_paid_to_date,furniture,3356,less_100,less_1,3,female,co-applicant,2,car_other,39,none,own,1,skilled,1,none,yes,0,2022,2
greater_200,27,credits_paid_to_date,radio_tv,4174,less_100,less_1,3,male,none,3,car_other,39,stores,own,2,unskilled,1,none,yes,0,2023,8
0_to_200,18,credits_paid_to_date,repairs,292,less_100,4_to_7,2,male,none,2,savings_insurance,25,bank,rent,2,unemployed,1,none,yes,0,2023,1
no_checking,26,outstanding_credit,car_used,5418,500_to_1000,1_to_4,3,male,none,5,savings_insurance,42,none,own,2,skilled,2,yes,no,1,2021,12
no_checking,9,no_credits,car_new,767,less_100,1_to_4,4,female,none,3,real_estate,37,none,own,1,management_self-employed,2,none,yes,0,2023,5
less_0,13,prior_payments_delayed,appliances,1319,less_100,4_to_7,2,male,none,3,savings_insurance,23,stores,own,1,unskilled,1,none,yes,1,2021,12
no_checking,39,prior_payments_delayed,other,6847,unknown,greater_7,4,male,none,3,savings_insurance,55,none,own,2,skilled,2,yes,yes,1,2024,12
less_0,18,credits_paid_to_date,furniture,250,less_100,4_to_7,2,male,none,1,savings_insurance,28,stores,own,2,skilled,2,none,yes,0,2024,10
0_to_200,15,credits_paid_to_date,car_new,2123,500_to_1000,1_to_4,3,male,none,1,savings_insurance,30,none,own,2,skilled,1,none,yes,0,2024,10
0_to_200,18,credits_paid_to_date,car_used,583,100_to_500,less_1,3,female,none,3,real_estate,25,none,rent,1,skilled,1,none,yes,0,2024,11
less_0,6,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0,2024,3
0_to_200,18,credits_paid_to_date,car_new,1440,500_to_1000,1_to_4,1,male,co-applicant,5,car_other,29,none,free,1,skilled,1,yes,yes,1,2021,8
0_to_200,25,outstanding_credit,business,5850,100_to_500,greater_7,4,male,guarantor,3,real_estate,49,stores,own,1,skilled,2,none,yes,1,2024,10
no_checking,32,prior_payments_delayed,other,2416,unknown,4_to_7,1,male,none,4,savings_insurance,20,bank,own,2,unemployed,1,none,yes,0,2023,2
no_checking,33,prior_payments_delayed,furniture,8313,100_to_500,4_to_7,4,male,none,3,unknown,50,none,free,3,skilled,1,yes,yes,1,2024,5
no_checking,44,prior_payments_delayed,repairs,6392,500_to_1000,4_to_7,4,male,co-applicant,4,unknown,49,none,own,2,skilled,1,yes,yes,1,2024,9
no_checking,35,all_credits_paid_back,furniture,3012,100_to_500,less_1,3,female,co-applicant,4,savings_insurance,34,none,own,1,skilled,1,none,yes,1,2021,7
less_0,9,all_credits_paid_back,car_used,4718,less_100,1_to_4,2,male,none,1,car_other,37,none,free,1,skilled,1,none,yes,0,2023,3
0_to_200,15,prior_payments_delayed,car_new,3187,less_100,4_to_7,3,male,none,4,savings_insurance,27,bank,rent,1,unskilled,1,yes,yes,0,2021,8
less_0,6,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,1,real_estate,27,stores,own,1,skilled,1,none,yes,0,2021,1
less_0,6,prior_payments_delayed,furniture,2527,less_100,4_to_7,4,male,none,3,real_estate,35,none,rent,1,skilled,1,none,yes,0,2022,5
less_0,8,all_credits_paid_back,car_new,1030,less_100,4_to_7,4,male,none,4,real_estate,19,none,own,1,skilled,1,none,yes,0,2024,10
greater_200,24,credits_paid_to_date,radio_tv,7119,less_100,less_1,4,male,none,2,car_other,40,stores,own,2,unskilled,1,none,yes,0,2023,10
no_checking,15,credits_paid_to_date,retraining,4600,less_100,1_to_4,2,male,co-applicant,4,savings_insurance,30,none,own,1,skilled,1,yes,yes,1,2021,4
no_checking,28,outstanding_credit,car_used,6292,500_to_1000,1_to_4,3,male,none,4,savings_insurance,39,none,own,2,skilled,1,yes,no,1,2021,7
less_0,17,all_credits_paid_back,car_used,1593,less_100,less_1,2,female,none,1,real_estate,23,none,rent,1,skilled,1,none,yes,0,2021,3
0_to_200,15,prior_payments_delayed,car_new,6671,100_to_500,1_to_4,3,male,none,5,car_other,31,none,rent,2,management_self-employed,1,none,yes,0,2021,8
no_checking,29,prior_payments_delayed,appliances,7592,100_to_500,4_to_7,1,male,none,5,car_other,42,none,own,1,skilled,1,none,yes,1,2022,2
0_to_200,21,credits_paid_to_date,repairs,698,less_100,4_to_7,3,male,none,2,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,0,2023,11
less_0,23,prior_payments_delayed,appliances,250,less_100,4_to_7,1,male,none,1,savings_insurance,23,stores,own,2,unskilled,1,none,yes,1,2021,11
0_to_200,19,credits_paid_to_date,car_used,1487,100_to_500,unemployed,1,male,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes,0,2024,1
no_checking,19,prior_payments_delayed,radio_tv,4644,100_to_500,less_1,3,female,none,4,car_other,40,none,own,1,skilled,2,yes,yes,0,2022,7
no_checking,45,outstanding_credit,appliances,6612,greater_1000,greater_7,4,male,co-applicant,3,unknown,46,none,own,2,skilled,1,none,yes,1,2024,3
less_0,6,credits_paid_to_date,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,0,2023,5
no_checking,46,outstanding_credit,other,5652,unknown,greater_7,4,male,none,5,unknown,36,none,own,1,skilled,2,yes,yes,1,2022,7
0_to_200,6,credits_paid_to_date,car_new,5086,less_100,less_1,4,female,none,3,savings_insurance,25,none,own,1,management_self-employed,1,none,yes,0,2023,3
less_0,9,all_credits_paid_back,radio_tv,250,100_to_500,less_1,3,female,none,1,real_estate,29,none,rent,2,skilled,1,none,yes,0,2023,1
greater_200,6,all_credits_paid_back,car_new,1341,less_100,1_to_4,3,female,none,2,car_other,43,none,own,1,skilled,2,yes,yes,0,2023,1
0_to_200,27,all_credits_paid_back,radio_tv,4156,500_to_1000,1_to_4,2,male,none,5,savings_insurance,29,none,own,1,skilled,1,none,yes,0,2021,11
no_checking,25,outstanding_credit,furniture,4254,500_to_1000,greater_7,4,male,none,4,car_other,46,none,free,1,skilled,1,yes,yes,0,2022,4
less_0,14,all_credits_paid_back,car_new,1970,less_100,less_1,1,female,none,1,savings_insurance,19,stores,own,1,skilled,1,none,yes,0,2024,10
no_checking,53,outstanding_credit,other,5892,500_to_1000,greater_7,4,male,co-applicant,3,unknown,59,none,free,2,skilled,2,yes,yes,1,2021,4
less_0,6,all_credits_paid_back,car_used,250,less_100,1_to_4,3,male,none,1,savings_insurance,19,stores,rent,1,skilled,1,none,yes,1,2022,3
less_0,41,all_credits_paid_back,car_new,4025,500_to_1000,4_to_7,1,male,none,3,unknown,26,stores,own,2,unskilled,1,none,yes,0,2021,1
0_to_200,26,outstanding_credit,furniture,7284,100_to_500,greater_7,3,male,none,3,unknown,41,none,own,2,skilled,1,yes,yes,1,2022,1
no_checking,28,outstanding_credit,appliances,7769,500_to_1000,4_to_7,4,male,none,3,car_other,41,none,own,1,skilled,1,none,yes,1,2023,10
no_checking,6,outstanding_credit,retraining,250,100_to_500,less_1,4,male,guarantor,2,unknown,19,none,rent,1,unskilled,1,yes,no,0,2021,10
0_to_200,20,prior_payments_delayed,radio_tv,1971,less_100,greater_7,4,female,none,2,car_other,49,none,free,2,skilled,1,yes,yes,0,2021,3
0_to_200,20,credits_paid_to_date,radio_tv,4850,less_100,4_to_7,3,female,none,2,unknown,57,stores,own,2,skilled,2,yes,yes,0,2023,8
no_checking,30,prior_payments_delayed,appliances,6037,unknown,greater_7,4,male,co-applicant,2,savings_insurance,45,none,own,2,skilled,1,none,yes,1,2024,4
0_to_200,25,all_credits_paid_back,radio_tv,1364,500_to_1000,1_to_4,2,male,none,3,savings_insurance,33,none,own,1,skilled,1,none,yes,0,2021,6
no_checking,35,outstanding_credit,appliances,4783,500_to_1000,greater_7,4,male,co-applicant,2,car_other,48,none,free,2,skilled,1,yes,yes,1,2024,12
no_checking,32,prior_payments_delayed,vacation,1979,500_to_1000,1_to_4,3,male,none,1,real_estate,39,stores,rent,2,skilled,2,none,yes,1,2023,5
less_0,8,all_credits_paid_back,car_new,812,less_100,4_to_7,3,male,none,2,real_estate,19,none,own,1,skilled,1,none,yes,0,2021,11
